Gene_ID	Symbol
ENSDARG00000077703	ehmt2
ENSDARG00000077709	iqsec2
ENSDARG00000077710	nlgn1
ENSDARG00000077715	GRIK3
ENSDARG00000077717	RPL29
ENSDARG00000077721	knop1
ENSDARG00000077722	ppp2r3a
ENSDARG00000077726	ccrn4la
ENSDARG00000077728	supv3l1
ENSDARG00000077730	TRAK1 (2 of 3)
ENSDARG00000077732	alyref
ENSDARG00000077736	CPLX1 (2 of 2)
ENSDARG00000077737	spsb3a
ENSDARG00000077739	col5a3a
ENSDARG00000077748	SLC35E2
ENSDARG00000077749	USP54 (1 of 2)
ENSDARG00000077751	nol9
ENSDARG00000077760	ascc1
ENSDARG00000077761	nlgn4b
ENSDARG00000077762	SLC2A4RG
ENSDARG00000077764	FAAH
ENSDARG00000077765	cx44.2
ENSDARG00000077768	malt1b
ENSDARG00000077769	cited1
ENSDARG00000077776	ck2b
ENSDARG00000077777	tmsb4x
ENSDARG00000077778	adamts9
ENSDARG00000077782	ACER2
ENSDARG00000077783	SRMS
ENSDARG00000077785	atf5b
ENSDARG00000077788	arhgef10
ENSDARG00000077790	dcaf15
ENSDARG00000077792	CDC42EP1 (1 of 2)
ENSDARG00000077799	EGR4 (1 of 2)
ENSDARG00000077800	fancm
ENSDARG00000077804	HGSNAT
ENSDARG00000077805	JMJD1C
ENSDARG00000077810	otud4
ENSDARG00000077811	sox11a
ENSDARG00000077812	SLC5A3 (2 of 2)
ENSDARG00000077815	cdc26
ENSDARG00000077817	cxxc4
ENSDARG00000077818	nrg2a
ENSDARG00000077822	PMF1
ENSDARG00000077823	HMGXB3
ENSDARG00000077828	slc29a3
ENSDARG00000077830	loh12cr1
ENSDARG00000077836	ttc22
ENSDARG00000077839	DHX30
ENSDARG00000077840	meis2b
ENSDARG00000077842	ajuba
ENSDARG00000077844	chst3b
ENSDARG00000077846	ctnna1
ENSDARG00000077847	olfm2a
ENSDARG00000077850	LGALS3
ENSDARG00000077852	samd11
ENSDARG00000077853	ttll2
ENSDARG00000077855	znrf2a
ENSDARG00000077858	asip
ENSDARG00000077859	ndufaf4
ENSDARG00000077860	ankhd1
ENSDARG00000077861	sowahaa
ENSDARG00000077863	mettl22
ENSDARG00000077864	rasgrp3
ENSDARG00000077868	btbd17b
ENSDARG00000077870	taf9
ENSDARG00000077878	FBXL7 (2 of 2)
ENSDARG00000077881	chl1a
ENSDARG00000077882	wisp2
ENSDARG00000077883	fam83d
ENSDARG00000077891	npc1l1
ENSDARG00000077897	znf296
ENSDARG00000077901	HERC1
ENSDARG00000077906	rnf165a
ENSDARG00000077909	rce1a
ENSDARG00000077918	DNASE2B
ENSDARG00000077928	ccdc173
ENSDARG00000077934	tegt
ENSDARG00000077935	relnl
ENSDARG00000077938	cd248b
ENSDARG00000077940	VSTM2B
ENSDARG00000077942	NINJ1
ENSDARG00000077943	INTS5 (2 of 2)
ENSDARG00000077944	LAMP1 (1 of 2)
ENSDARG00000077946	smarcc2
ENSDARG00000077948	usp54a
ENSDARG00000077950	tor1
ENSDARG00000077955	rnf6
ENSDARG00000077964	LIMD1 (1 of 2)
ENSDARG00000077967	ATP5J (2 of 4)
ENSDARG00000077979	TMEM26 (2 of 2)
ENSDARG00000077982	elf3
ENSDARG00000077983	GPR89A
ENSDARG00000077987	zfat
ENSDARG00000077988	ABCC10
ENSDARG00000077991	WDR1
ENSDARG00000077994	b4galt2
ENSDARG00000077995	SUSD3
ENSDARG00000078001	kbtbd7
ENSDARG00000078003	fbxl3a
ENSDARG00000078006	WSCD1 (2 of 3)
ENSDARG00000078008	ATG7
ENSDARG00000078011	NAV1 (2 of 3)
ENSDARG00000078014	pacsin2
ENSDARG00000078016	DTX4 (2 of 2)
ENSDARG00000078021	PHF13
ENSDARG00000078022	FYCO1 (2 of 2)
ENSDARG00000078026	zcchc24
ENSDARG00000078037	chpfb
ENSDARG00000078041	xpo1a
ENSDARG00000078042	crfb5
ENSDARG00000078044	ppp2r2d
ENSDARG00000078045	taf2
ENSDARG00000078049	NTF4
ENSDARG00000078050	phf19
ENSDARG00000078052	emilin3a
ENSDARG00000078054	SPDL1
ENSDARG00000078055	acd
ENSDARG00000078056	RNF208
ENSDARG00000078058	dip2a
ENSDARG00000078059	nudcd2
ENSDARG00000078060	syt7b
ENSDARG00000078063	bnip1b
ENSDARG00000078066	elk1
ENSDARG00000078068	abcg4b
ENSDARG00000078069	rrm2
ENSDARG00000078073	nudt5
ENSDARG00000078076	nab2
ENSDARG00000078077	dph2
ENSDARG00000078078	lrfn4b
ENSDARG00000078080	pknox1.1
ENSDARG00000078083	armc5
ENSDARG00000078084	TP53I3
ENSDARG00000078085	SNRPG
ENSDARG00000078090	ptprub
ENSDARG00000078092	limd2
ENSDARG00000078094	lmf2a
ENSDARG00000078102	PSD (1 of 2)
ENSDARG00000078105	depdc5
ENSDARG00000078106	ocrl
ENSDARG00000078108	dok1a
ENSDARG00000078109	usp12a
ENSDARG00000078111	ap5z1
ENSDARG00000078113	atp5ia
ENSDARG00000078114	CFP (1 of 2)
ENSDARG00000078116	SDK2 (2 of 2)
ENSDARG00000078117	kalrna
ENSDARG00000078118	fam60al
ENSDARG00000078119	sh3bp1
ENSDARG00000078123	SLITRK3 (2 of 2)
ENSDARG00000078125	rusc1
ENSDARG00000078127	neurl4
ENSDARG00000078136	wdr47a
ENSDARG00000078139	appl2
ENSDARG00000078145	ARHGAP39 (3 of 3)
ENSDARG00000078148	HEATR2 (1 of 2)
ENSDARG00000078149	grin2ca
ENSDARG00000078151	GRIK5 (2 of 2)
ENSDARG00000078163	hpse2
ENSDARG00000078164	ZNF576 (1 of 2)
ENSDARG00000078168	prdm1b
ENSDARG00000078172	PTGFRN (2 of 2)
ENSDARG00000078176	PHYHIP
ENSDARG00000078179	fndc3ba
ENSDARG00000078185	pacs2
ENSDARG00000078186	tex2
ENSDARG00000078187	slc12a5b
ENSDARG00000078188	fam160a2
ENSDARG00000078191	zbtb46
ENSDARG00000078199	ino80da
ENSDARG00000078209	EMC7 (2 of 2)
ENSDARG00000078211	ESPNL (1 of 2)
ENSDARG00000078214	MYBBP1A (2 of 2)
ENSDARG00000078215	zfyve20
ENSDARG00000078216	eps15
ENSDARG00000078217	CBLC
ENSDARG00000078221	PLEKHA2
ENSDARG00000078222	aatka
ENSDARG00000078227	cspg4
ENSDARG00000078233	ctnnd1
ENSDARG00000078238	NACC1
ENSDARG00000078241	MAP7 (2 of 2)
ENSDARG00000078244	SOGA1 (2 of 2)
ENSDARG00000078245	GAL3ST1 (2 of 2)
ENSDARG00000078249	unc13d
ENSDARG00000078254	ftr14l
ENSDARG00000078256	OVOL1 (2 of 2)
ENSDARG00000078258	GGT5 (2 of 2)
ENSDARG00000078261	nphp3
ENSDARG00000078266	twist2
ENSDARG00000078270	mast4
ENSDARG00000078276	COLGALT1 (3 of 3)
ENSDARG00000078280	nkx3-1
ENSDARG00000078283	LRRC8E
ENSDARG00000078284	phkb
ENSDARG00000078285	pik3ap1
ENSDARG00000078293	rbm24a
ENSDARG00000078299	COLGALT2 (2 of 2)
ENSDARG00000078302	BRINP1
ENSDARG00000078308	spry2
ENSDARG00000078309	fam83b
ENSDARG00000078310	CECR2
ENSDARG00000078311	dcaf6
ENSDARG00000078313	MYO9B (3 of 3)
ENSDARG00000078318	tmod1
ENSDARG00000078322	col12a1a
ENSDARG00000078324	prdm16
ENSDARG00000078326	arhgap10
ENSDARG00000078327	CEP170B (2 of 3)
ENSDARG00000078328	sec22a
ENSDARG00000078331	best1
ENSDARG00000078333	tmem234
ENSDARG00000078335	amot
ENSDARG00000078338	XPO5
ENSDARG00000078347	DCSTAMP
ENSDARG00000078348	tcf20
ENSDARG00000078352	lyrm4
ENSDARG00000078355	zc3h4
ENSDARG00000078363	mcoln3a
ENSDARG00000078366	robo2
ENSDARG00000078373	lipeb
ENSDARG00000078381	trip11
ENSDARG00000078382	CTSA (1 of 2)
ENSDARG00000078383	fam195b
ENSDARG00000078386	DYNC1I2 (3 of 3)
ENSDARG00000078388	GLIS2 (2 of 2)
ENSDARG00000078391	fam98a
ENSDARG00000078392	chpfa
ENSDARG00000078396	wdr46
ENSDARG00000078401	larp4aa
ENSDARG00000078404	CDH26
ENSDARG00000078411	hspb15
ENSDARG00000078416	zeb2b
ENSDARG00000078418	meaf6
ENSDARG00000078425	oat
ENSDARG00000078430	tiam1a
ENSDARG00000078433	spc25
ENSDARG00000078434	znf692
ENSDARG00000078435	anapc13
ENSDARG00000078441	ppip5k2
ENSDARG00000078445	asb2b
ENSDARG00000078447	tctn1
ENSDARG00000078448	GPR137B (2 of 2)
ENSDARG00000078452	hmox2b
ENSDARG00000078456	brcc3
ENSDARG00000078458	ppp1r37
ENSDARG00000078459	cux1a
ENSDARG00000078468	fap
ENSDARG00000078473	nucks1a
ENSDARG00000078474	myo15ab
ENSDARG00000078479	mocs1
ENSDARG00000078481	OGFOD3
ENSDARG00000078486	znrf2b
ENSDARG00000078492	swi5
ENSDARG00000078494	ADAMTS14
ENSDARG00000078495	pigr
ENSDARG00000078497	timeless
ENSDARG00000078500	dap3
ENSDARG00000078503	DENND1C
ENSDARG00000078508	KCP
ENSDARG00000078509	socs4
ENSDARG00000078512	acaca
ENSDARG00000078514	CCDC50 (1 of 2)
ENSDARG00000078515	SUSD2
ENSDARG00000078518	kazald2
ENSDARG00000078520	IKBIP
ENSDARG00000078523	ddr1
ENSDARG00000078525	CCRN4L (2 of 2)
ENSDARG00000078527	lingo4b
ENSDARG00000078529	bai1b
ENSDARG00000078533	poc1a
ENSDARG00000078535	lrrcc1
ENSDARG00000078536	MEGF9 (2 of 2)
ENSDARG00000078537	SYDE2
ENSDARG00000078542	inpp5ja
ENSDARG00000078546	cars2
ENSDARG00000078552	grhl3
ENSDARG00000078560	slc9a5
ENSDARG00000078561	lrig2
ENSDARG00000078567	lonrf1l
ENSDARG00000078569	MPEG1 (3 of 3)
ENSDARG00000078571	wdr6
ENSDARG00000078572	STOX2 (2 of 2)
ENSDARG00000078574	SENP1
ENSDARG00000078576	setd5
ENSDARG00000078578	fam222bb
ENSDARG00000078581	crebrf
ENSDARG00000078582	myo16
ENSDARG00000078585	mon1a
ENSDARG00000078592	nomo
ENSDARG00000078593	vwa8
ENSDARG00000078599	micu3a
ENSDARG00000078600	ldlrad3
ENSDARG00000078603	myo1hb
ENSDARG00000078604	TBC1D10B
ENSDARG00000078605	ptger1a
ENSDARG00000078613	vhll
ENSDARG00000078615	USP53 (2 of 2)
ENSDARG00000078619	pnp5a
ENSDARG00000078622	scpp5
ENSDARG00000078640	FAM117A (1 of 2)
ENSDARG00000078644	THEG
ENSDARG00000078645	CAMKK2
ENSDARG00000078647	samsn1b
ENSDARG00000078650	KCNA4
ENSDARG00000078653	ralbp1
ENSDARG00000078654	tpx2
ENSDARG00000078655	inpp5e
ENSDARG00000078658	supt20
ENSDARG00000078659	tmem176
ENSDARG00000078670	tgfbr3
ENSDARG00000078671	cdk5r2b
ENSDARG00000078674	hspb9
ENSDARG00000078675	dock7
ENSDARG00000078676	myrf
ENSDARG00000078680	vcana
ENSDARG00000078683	RNF14 (3 of 5)
ENSDARG00000078685	RUFY1
ENSDARG00000078686	arl8a
ENSDARG00000078687	SECISBP2L
ENSDARG00000078688	FRS3
ENSDARG00000078690	SIRT5
ENSDARG00000078691	GIGYF1 (2 of 3)
ENSDARG00000078694	PHLPP1
ENSDARG00000078696	synpo2lb
ENSDARG00000078701	prdm13
ENSDARG00000078703	ASPH
ENSDARG00000078705	shroom3
ENSDARG00000078707	sema7a
ENSDARG00000078717	itga8
ENSDARG00000078718	PLA2G3 (2 of 2)
ENSDARG00000078722	clip1a
ENSDARG00000078725	nos1apa
ENSDARG00000078729	ackr4a
ENSDARG00000078731	URGCP (3 of 4)
ENSDARG00000078733	CNNM2 (2 of 2)
ENSDARG00000078734	myo1f
ENSDARG00000078740	il1rapl1b
ENSDARG00000078741	FRMD1 (1 of 2)
ENSDARG00000078745	pnpla8
ENSDARG00000078751	TPP2
ENSDARG00000078754	gra
ENSDARG00000078758	SCN11A
ENSDARG00000078759	dna2
ENSDARG00000078760	cacna2d3
ENSDARG00000078761	RMDN2
ENSDARG00000078767	yeats2
ENSDARG00000078770	GNPAT (2 of 2)
ENSDARG00000078772	NBR1 (2 of 2)
ENSDARG00000078773	tmem70
ENSDARG00000078778	LRCH1
ENSDARG00000078781	rbm5
ENSDARG00000078784	mgaa
ENSDARG00000078785	tmem258
ENSDARG00000078789	tmem184c
ENSDARG00000078797	dennd3a
ENSDARG00000078800	slc26a10
ENSDARG00000078802	RNF111
ENSDARG00000078803	GAS2L1
ENSDARG00000078805	AP5B1
ENSDARG00000078815	grk5l
ENSDARG00000078817	rnf165b
ENSDARG00000078822	CCDC18
ENSDARG00000078825	bub1ba
ENSDARG00000078828	npb
ENSDARG00000078835	ICT1
ENSDARG00000078839	LRRTM4 (3 of 4)
ENSDARG00000078841	XKR8 (4 of 4)
ENSDARG00000078842	TNS1 (2 of 2)
ENSDARG00000078850	plekhm2
ENSDARG00000078852	KLHDC2
ENSDARG00000078853	arhgef19
ENSDARG00000078854	TUSC3 (1 of 2)
ENSDARG00000078856	SLC22A23 (1 of 2)
ENSDARG00000078863	ASCC3
ENSDARG00000078864	lats2
ENSDARG00000078865	cxxc5a
ENSDARG00000078866	sdk1a
ENSDARG00000078871	fam166b
ENSDARG00000078872	trak2
ENSDARG00000078874	ERBB4 (3 of 3)
ENSDARG00000078878	METTL21C (2 of 2)
ENSDARG00000078882	SLC22A31
ENSDARG00000078887	atp10d
ENSDARG00000078888	iqgap1
ENSDARG00000078890	wdfy3
ENSDARG00000078892	SLC12A6 (1 of 2)
ENSDARG00000078894	hemk1
ENSDARG00000078895	fasn
ENSDARG00000078898	pcdh7a
ENSDARG00000078899	prp
ENSDARG00000078901	anks1ab
ENSDARG00000078902	rims1b
ENSDARG00000078904	brd4
ENSDARG00000078908	fbxo41
ENSDARG00000078915	mmp17a
ENSDARG00000078916	chrdl2
ENSDARG00000078924	tmco4
ENSDARG00000078929	abhd16a
ENSDARG00000078935	ttll4
ENSDARG00000078947	sdccag8
ENSDARG00000078953	EPN3 (2 of 2)
ENSDARG00000078954	rxrba
ENSDARG00000078959	TPC3
ENSDARG00000078962	DUOXA1
ENSDARG00000078964	ESYT2 (2 of 3)
ENSDARG00000078965	chd5
ENSDARG00000078966	rbm15b
ENSDARG00000078969	sbno1
ENSDARG00000078970	il7r
ENSDARG00000078971	SYN2 (2 of 2)
ENSDARG00000078973	uckl1b
ENSDARG00000078974	BX088524.2
ENSDARG00000078976	nanos1
ENSDARG00000078979	ARHGEF40
ENSDARG00000078981	faxcb
ENSDARG00000078983	fam118b
ENSDARG00000078986	mplkip
ENSDARG00000078989	alpk3a
ENSDARG00000078992	wnk1a
ENSDARG00000078997	dclk3
ENSDARG00000078998	lhfpl4a
ENSDARG00000079000	TP53BP1
ENSDARG00000079003	nog3
ENSDARG00000079004	TANC2 (1 of 2)
ENSDARG00000079009	abca1b
ENSDARG00000079011	col17a1b
ENSDARG00000079012	CBFA2T3
ENSDARG00000079013	DPY19L3
ENSDARG00000079014	sema4f
ENSDARG00000079015	brca2
ENSDARG00000079017	MESDC1
ENSDARG00000079018	fkbp3
ENSDARG00000079020	gcfc2
ENSDARG00000079024	rps6kl1
ENSDARG00000079027	chsy1
ENSDARG00000079029	dhx32b
ENSDARG00000079046	rabl6
ENSDARG00000079049	cercam
ENSDARG00000079055	TARBP1 (1 of 2)
ENSDARG00000079060	limch1b
ENSDARG00000079061	ABCA3 (2 of 2)
ENSDARG00000079062	samd1b
ENSDARG00000079064	PDE2A (1 of 2)
ENSDARG00000079065	ANKRD50 (2 of 2)
ENSDARG00000079066	THBS1 (3 of 3)
ENSDARG00000079067	mms19
ENSDARG00000079068	adam12
ENSDARG00000079069	DOCK9 (2 of 3)
ENSDARG00000079074	FRMPD1
ENSDARG00000079078	hbaa1
ENSDARG00000079079	sult1st7
ENSDARG00000079080	mettl20
ENSDARG00000079089	fbxw8
ENSDARG00000079091	MPHOSPH9
ENSDARG00000079092	gprc5c
ENSDARG00000079095	rin1a
ENSDARG00000079097	tanc2
ENSDARG00000079098	KCNT1 (1 of 3)
ENSDARG00000079102	PRRG3
ENSDARG00000079103	MGAT4D
ENSDARG00000079104	mfhas1
ENSDARG00000079105	mhc2dab
ENSDARG00000079110	cluap1
ENSDARG00000079111	ACTC1 (2 of 2)
ENSDARG00000079116	snx1b
ENSDARG00000079122	tmx2a
ENSDARG00000079123	ikbkb
ENSDARG00000079124	MTERF4
ENSDARG00000079128	becn1
ENSDARG00000079134	mettl17
ENSDARG00000079139	SPHK1
ENSDARG00000079144	bcl2l11
ENSDARG00000079146	smarcal1
ENSDARG00000079148	NCKAP5L
ENSDARG00000079160	srxn1
ENSDARG00000079161	BSN (1 of 3)
ENSDARG00000079166	ace
ENSDARG00000079167	PHC3 (2 of 2)
ENSDARG00000079173	COPS6
ENSDARG00000079182	NPAS3
ENSDARG00000079184	BICD2 (2 of 2)
ENSDARG00000079193	ptmab
ENSDARG00000079198	usp13
ENSDARG00000079199	megf6a
ENSDARG00000079201	TSHZ2
ENSDARG00000079202	parp2
ENSDARG00000079204	adam11
ENSDARG00000079216	DPEP3
ENSDARG00000079217	bbs9
ENSDARG00000079219	MFN1 (3 of 4)
ENSDARG00000079220	wdr20a
ENSDARG00000079225	mpzl3
ENSDARG00000079227	plekhs1
ENSDARG00000079229	ZNF414
ENSDARG00000079230	sorbs1
ENSDARG00000079231	slc7a14b
ENSDARG00000079233	E2F2
ENSDARG00000079235	atp8b5b
ENSDARG00000079238	TRIM59
ENSDARG00000079241	wdr90
ENSDARG00000079244	PIGW
ENSDARG00000079248	mn1b
ENSDARG00000079249	OGDHL
ENSDARG00000079250	zbtb5
ENSDARG00000079251	nlgn2b
ENSDARG00000079252	FAM117A (2 of 2)
ENSDARG00000079253	plch1
ENSDARG00000079257	gemin5
ENSDARG00000079259	atp8b2
ENSDARG00000079266	foxe1
ENSDARG00000079267	FERMT3 (2 of 2)
ENSDARG00000079271	dcxr
ENSDARG00000079272	tmem14cb
ENSDARG00000079276	UBE2QL1
ENSDARG00000079280	dhrsx
ENSDARG00000079286	bcr
ENSDARG00000079291	rapgef3
ENSDARG00000079293	GDPD4 (3 of 3)
ENSDARG00000079295	cacna1bb
ENSDARG00000079296	gcga
ENSDARG00000079302	and2
ENSDARG00000079305	hbae3
ENSDARG00000079306	RLIM
ENSDARG00000079308	tor3a
ENSDARG00000079312	kmt2ca
ENSDARG00000079313	PELP1
ENSDARG00000079315	LPXN
ENSDARG00000079317	DLC1
ENSDARG00000079324	ANO9 (2 of 2)
ENSDARG00000079326	CABIN1 (1 of 2)
ENSDARG00000079327	hmcn2
ENSDARG00000079328	PGBD4 (5 of 8)
ENSDARG00000079329	rfwd2
ENSDARG00000079330	COL26A1
ENSDARG00000079333	cd40lg
ENSDARG00000079342	SAMD5
ENSDARG00000079348	GRIN2B (2 of 2)
ENSDARG00000079349	E2F1
ENSDARG00000079350	znf654
ENSDARG00000079352	sap130b
ENSDARG00000079355	flrt2
ENSDARG00000079358	AKAP13 (2 of 2)
ENSDARG00000079363	LRIG3
ENSDARG00000079366	ppp1r9b
ENSDARG00000079370	utp18
ENSDARG00000079371	LRRC3C (2 of 2)
ENSDARG00000079374	tjp1b
ENSDARG00000079377	ARHGEF38
ENSDARG00000079378	phldb1b
ENSDARG00000079382	HDX
ENSDARG00000079388	agrn
ENSDARG00000079391	MRPL42
ENSDARG00000079396	LRFN5 (2 of 2)
ENSDARG00000079397	cerkl
ENSDARG00000079399	F2RL3
ENSDARG00000079402	tapbp
ENSDARG00000079406	hoxc11b
ENSDARG00000079412	ftr02
ENSDARG00000079414	sez6b
ENSDARG00000079415	DNAJC30
ENSDARG00000079420	dpp4
ENSDARG00000079423	npbwr2a
ENSDARG00000079437	pak7
ENSDARG00000079438	PKP3 (2 of 2)
ENSDARG00000079440	coro2ba
ENSDARG00000079444	cry3
ENSDARG00000079451	pik3r5
ENSDARG00000079453	ATP8B4
ENSDARG00000079455	nlgn4a
ENSDARG00000079468	RHOBTB1
ENSDARG00000079470	cdk16
ENSDARG00000079472	F2RL2 (1 of 2)
ENSDARG00000079474	MSANTD2
ENSDARG00000079475	nckipsd
ENSDARG00000079479	gpr4
ENSDARG00000079482	GID4
ENSDARG00000079483	CLIP1 (2 of 2)
ENSDARG00000079484	kcnt1
ENSDARG00000079486	fam20a
ENSDARG00000079491	KCNA3 (2 of 2)
ENSDARG00000079492	KDM5A
ENSDARG00000079495	ntan1
ENSDARG00000079496	bicd1a
ENSDARG00000079500	kif3cb
ENSDARG00000079504	mfn2
ENSDARG00000079508	FAM114A2
ENSDARG00000079512	fam193b
ENSDARG00000079515	ptx3b
ENSDARG00000079516	cisd1
ENSDARG00000079528	hivep1
ENSDARG00000079533	TMEM87B (2 of 2)
ENSDARG00000079540	CACNA2D2 (3 of 3)
ENSDARG00000079542	stard13a
ENSDARG00000079543	dpys
ENSDARG00000079547	zbtb47b
ENSDARG00000079549	CDC42EP1 (2 of 2)
ENSDARG00000079552	maml3
ENSDARG00000079555	ccdc85cb
ENSDARG00000079556	C2CD4C (1 of 2)
ENSDARG00000079561	OSCP1 (2 of 2)
ENSDARG00000079564	vmhc
ENSDARG00000079570	rspo2
ENSDARG00000079572	plcd3b
ENSDARG00000079575	aff3
ENSDARG00000079578	rbpms2b
ENSDARG00000079581	NYAP2 (1 of 2)
ENSDARG00000079585	pkn3
ENSDARG00000079586	gabrb2
ENSDARG00000079588	gatsl3
ENSDARG00000079605	prmt5
ENSDARG00000079608	SGPP2
ENSDARG00000079610	akap9
ENSDARG00000079611	SEMA4C
ENSDARG00000079613	sall3a
ENSDARG00000079616	cramp1l
ENSDARG00000079618	sik2a
ENSDARG00000079620	amigo1
ENSDARG00000079623	ubtd1b
ENSDARG00000079624	amer1
ENSDARG00000079625	atr
ENSDARG00000079626	elf2b
ENSDARG00000079631	ZFP91
ENSDARG00000079632	POLD4
ENSDARG00000079634	filip1b
ENSDARG00000079636	fam177a1
ENSDARG00000079637	alpk2
ENSDARG00000079638	SLC22A23 (2 of 2)
ENSDARG00000079639	PRRC2B
ENSDARG00000079640	pcdh2g16
ENSDARG00000079645	sc:d217
ENSDARG00000079656	FAM171A2 (2 of 2)
ENSDARG00000079659	WDR53
ENSDARG00000079660	ZDHHC21
ENSDARG00000079665	GPR158 (2 of 2)
ENSDARG00000079670	lrrc7
ENSDARG00000079671	lppr4a
ENSDARG00000079672	EFTUD1
ENSDARG00000079675	SYNPO2 (2 of 2)
ENSDARG00000079679	cep112
ENSDARG00000079680	COX18
ENSDARG00000079684	taf6l
ENSDARG00000079686	naa30
ENSDARG00000079687	rnf10
ENSDARG00000079688	TNRC6A
ENSDARG00000079698	asb13a.1
ENSDARG00000079701	GANAB (3 of 3)
ENSDARG00000079702	wdr81
ENSDARG00000079712	GAL3ST4
ENSDARG00000079713	CABZ01016604.1
ENSDARG00000079716	sin3aa
ENSDARG00000079717	RBM12B
ENSDARG00000079720	HPDL
ENSDARG00000079721	ZC3H7B (2 of 3)
ENSDARG00000079723	TNRC6B (3 of 3)
ENSDARG00000079725	dhx9
ENSDARG00000079727	sepp1b
ENSDARG00000079729	fbn2a
ENSDARG00000079730	FUZ
ENSDARG00000079731	kif13ba
ENSDARG00000079732	SON
ENSDARG00000079738	ZNF219
ENSDARG00000079740	EFNA2 (2 of 2)
ENSDARG00000079741	CSRNP3
ENSDARG00000079742	MCF2L2
ENSDARG00000079749	znf341
ENSDARG00000079751	megf8
ENSDARG00000079752	col6a6
ENSDARG00000079753	KIZ
ENSDARG00000079756	peak1
ENSDARG00000079757	SCARF2
ENSDARG00000079766	tap1
ENSDARG00000079771	PEA15
ENSDARG00000079772	hmgb1a
ENSDARG00000079778	SLC12A4
ENSDARG00000079781	SLITRK4
ENSDARG00000079782	vmhcl
ENSDARG00000079783	isg20
ENSDARG00000079784	TMEM71
ENSDARG00000079788	fam171a1
ENSDARG00000079795	VSTM5
ENSDARG00000079802	aanat2
ENSDARG00000079811	micall1
ENSDARG00000079812	zmiz2
ENSDARG00000079815	LYRM7
ENSDARG00000079816	rhbdd3
ENSDARG00000079818	helq
ENSDARG00000079822	BSN (2 of 3)
ENSDARG00000079823	MRPS36
ENSDARG00000079834	KDF1 (1 of 2)
ENSDARG00000079835	man2c1
ENSDARG00000079839	arrdc1b
ENSDARG00000079840	kcnma1a
ENSDARG00000079847	ENTHD1
ENSDARG00000079848	gmps
ENSDARG00000079850	dchs1b
ENSDARG00000079854	SCYL1 (2 of 2)
ENSDARG00000079858	tmem163a
ENSDARG00000079860	PPP1R16B
ENSDARG00000079862	kl
ENSDARG00000079870	ncdn
ENSDARG00000079872	rapgef4
ENSDARG00000079876	C2CD4C (2 of 2)
ENSDARG00000079879	arid1aa
ENSDARG00000079881	TCAIM
ENSDARG00000079882	DCLK2 (2 of 2)
ENSDARG00000079884	trim107
ENSDARG00000079886	fam105bb
ENSDARG00000079889	PHLDB2 (2 of 2)
ENSDARG00000079891	dnajc6
ENSDARG00000079894	GNRHR (4 of 4)
ENSDARG00000079895	ehbp1l1b
ENSDARG00000079898	cd248a
ENSDARG00000079899	FAM135B
ENSDARG00000079900	shroom4
ENSDARG00000079905	mark2a
ENSDARG00000079906	cacnb2a
ENSDARG00000079908	tmem151a
ENSDARG00000079912	RAPGEFL1
ENSDARG00000079915	pot1
ENSDARG00000079922	klf4a
ENSDARG00000079931	snx19b
ENSDARG00000079933	SLC46A3 (2 of 2)
ENSDARG00000079939	jmjd1cb
ENSDARG00000079944	acvr2ab
ENSDARG00000079946	sqlea
ENSDARG00000079947	gfi1b
ENSDARG00000079949	supt16h
ENSDARG00000079962	doc2d
ENSDARG00000079964	dlx2a
ENSDARG00000079967	prkd3
ENSDARG00000079973	pus10
ENSDARG00000079977	NHS (2 of 2)
ENSDARG00000079978	samd10a
ENSDARG00000079979	fam89a
ENSDARG00000079983	agbl2
ENSDARG00000079985	nrip2
ENSDARG00000079990	slc25a19
ENSDARG00000079996	stac3
ENSDARG00000079997	CFAP61 (2 of 2)
ENSDARG00000079999	RSBN1
ENSDARG00000080006	tmem41b
ENSDARG00000080009	bahcc1
ENSDARG00000080010	adh5
ENSDARG00000080015	lrrtm4l1
ENSDARG00000080018	kif16bb
ENSDARG00000080019	UBA6
ENSDARG00000080020	il13ra1
ENSDARG00000080156	SNORD30
ENSDARG00000080895	SNORD97
ENSDARG00000081232	dre-mir-454b
ENSDARG00000081252	dre-mir-16b
ENSDARG00000081270	rn7sk
ENSDARG00000081322	RNF125
ENSDARG00000082187	dre-mir-21-1
ENSDARG00000082894	snoR38
ENSDARG00000083189	arhgap19
ENSDARG00000083357	dre-mir-203b
ENSDARG00000083389	SNORA57
ENSDARG00000083400	SNORA73
ENSDARG00000083738	SCARNA13
ENSDARG00000083784	SNORD22
ENSDARG00000083842	SNORA29
ENSDARG00000083884	SNORA79
ENSDARG00000084622	SCARNA6
ENSDARG00000086013	SEC14L1
ENSDARG00000086014	DLG5
ENSDARG00000086028	IGFN1 (3 of 4)
ENSDARG00000086033	tspan5a
ENSDARG00000086034	pvrl1b
ENSDARG00000086037	jam3a
ENSDARG00000086057	PLXND1 (1 of 2)
ENSDARG00000086067	BACE2 (2 of 2)
ENSDARG00000086070	fgf20b
ENSDARG00000086075	ttc3
ENSDARG00000086086	TNPO1 (2 of 2)
ENSDARG00000086091	KCNN4
ENSDARG00000086098	ERRFI1 (2 of 2)
ENSDARG00000086102	NOX4 (1 of 2)
ENSDARG00000086103	slc37a1
ENSDARG00000086104	SLCO5A1 (2 of 2)
ENSDARG00000086107	MTERF1
